gene,gene_name,TATA,class,tail-dependence,expression,Spt7,Taf13,Med15
YDR257C,RKM4,TATA-less,TFIID,tail-independent,24.94595344,-0.890631121,-2.552858089,0.358143203
YGR078C,PAC10,TATA-less,TFIID,tail-independent,24.9413882,-1.350926228,-2.455454092,0.141979617
YHR108W,GGA2,,TFIID,tail-independent,24.92668597,-1.527105533,-2.193297128,-0.059180357
YCR077C,PAT1,TATA-less,TFIID,tail-independent,24.9133668,-1.298008085,-2.136194462,-0.100110796
YEL063C,CAN1,TATA-less,TFIID,tail-independent,24.91151519,-1.005730973,-0.929072383,0.155586116
YML004C,GLO1,TATA-containing,TFIID,tail-independent,24.90361258,-0.923287834,-1.909061388,0.027265433
YPR163C,TIF3,TATA-less,TFIID,tail-independent,24.8803002,-1.644128963,-2.28727867,0.101493447
YGR134W,CAF130,TATA-less,TFIID,tail-independent,24.88027531,-1.234552548,-1.159117744,0.076353532
YJR060W,CBF1,TATA-containing,TFIID,tail-independent,24.86858709,-1.837108145,-2.558778009,-0.01839046
YBL039C,URA7,TATA-less,TFIID,tail-independent,24.86739401,-1.763790682,-2.88556754,0.451811162
YBR181C,RPS6B,TATA-less,TFIID,tail-independent,24.83644334,-1.485886903,-2.969592384,0.248190794
YNL155W,CUZ1,TATA-less,TFIID,tail-independent,24.83258183,-1.754879519,-1.934264821,-0.185063851
YHL003C,LAG1,TATA-less,TFIID,tail-independent,24.8282325,-1.351032372,-2.639379055,0.167287822
YIL021W,RPB3,TATA-less,TFIID,tail-independent,24.79379141,-1.643913172,-2.240019061,0.126317224
YFR039C,OSW7,TATA-less,TFIID,tail-independent,24.79202996,-1.070667016,-2.459595927,0.085738959
YKL088W,CAB3,TATA-less,TFIID,tail-independent,24.77588273,-1.097440542,-2.017395374,0.232241742
YDL058W,USO1,TATA-less,TFIID,tail-independent,24.77099916,-0.768188113,-2.210130435,0.058382768
YJL154C,VPS35,TATA-less,TFIID,tail-independent,24.72892885,-1.183030896,-2.08726459,0.05414069
YGR186W,TFG1,TATA-less,TFIID,tail-independent,24.71898972,-1.315990418,-2.00067473,0.000206606
YJL041W,NSP1,TATA-less,TFIID,tail-independent,24.69147636,-1.216417676,-2.389251176,-0.03040379
YKR082W,NUP133,TATA-less,TFIID,tail-independent,24.68769739,-1.390909531,-2.064038142,0.029189391
YDR176W,NGG1,TATA-less,TFIID,tail-independent,24.65880289,-1.067992786,-2.343663929,0.091486969
YCR008W,SAT4,TATA-containing,TFIID,tail-independent,24.64774359,-1.570317434,-2.23081971,-0.129072783
YOR327C,SNC2,TATA-less,TFIID,tail-independent,24.59690078,-2.483205631,-3.076454763,-0.017493081
YCR106W,RDS1,TATA-less,TFIID,tail-independent,24.5865684,-0.903401893,-2.117025709,0.292988916
YMR054W,STV1,TATA-less,TFIID,tail-independent,24.57884918,-1.192133593,-2.661906937,-0.006794394
YOR342C,YOR342C,,TFIID,tail-independent,24.5739081,-2.687633017,-2.878184474,0.355325455
YLR190W,MMR1,TATA-less,TFIID,tail-independent,24.56349052,-1.480292317,-2.848066329,-0.034581225
YHR065C,RRP3,TATA-less,TFIID,tail-independent,24.54548502,-1.464892448,-2.403618834,0.265844346
YAR002W,NUP60,TATA-less,TFIID,tail-independent,24.51798015,-1.165301757,-2.116237997,0.131556754
YLR008C,PAM18,TATA-less,TFIID,tail-independent,24.50315784,-1.504182614,-2.419370794,0.339492944
YDR351W,SBE2,TATA-less,TFIID,tail-independent,24.47620735,-1.148466915,-1.391149313,0.032094325
YPL228W,CET1,TATA-less,TFIID,tail-independent,24.47276406,-0.985876108,-2.131520201,0.052215443
YGR145W,ENP2,,TFIID,tail-independent,24.45747868,-1.474896366,-3.030218695,0.492885686
YMR062C,ARG7,TATA-containing,TFIID,tail-independent,24.45538935,0.02625806,-1.176088873,0.872950702
YDR003W,RCR2,TATA-less,TFIID,tail-independent,24.43561372,-1.667900193,-1.563322042,0.075623054
YDR519W,FPR2,TATA-less,TFIID,tail-independent,24.39577138,-0.742773488,-3.1488891,0.122652456
YHR099W,TRA1,TATA-less,TFIID,tail-independent,24.39006444,-1.099995886,-1.990514447,0.039360192
YKL065C,YET1,TATA-less,TFIID,tail-independent,24.38960989,-1.270677313,-2.149477194,-0.185863959
YKL094W,YJU3,TATA-containing,TFIID,tail-independent,24.37633671,-1.417092132,-2.232834104,0.199535891
YGR033C,TIM21,TATA-less,TFIID,tail-independent,24.37203456,-1.281755435,-2.405151327,-0.040586208
YMR100W,MUB1,TATA-less,TFIID,tail-independent,24.34689638,-0.988020318,-1.556065145,-0.090703045
YKL020C,SPT23,TATA-less,TFIID,tail-independent,24.28794462,-0.967170701,-1.612829737,0.022746944
YIL022W,TIM44,TATA-less,TFIID,tail-independent,24.28720253,-1.328268383,-2.067455094,0.017246798
YJL143W,TIM17,TATA-less,TFIID,tail-independent,24.27864279,-0.749922471,-2.309209093,0.218545558
YLR409C,UTP21,TATA-less,TFIID,tail-independent,24.26926276,-1.618744942,-2.537820067,0.187506657
YJL117W,PHO86,TATA-less,TFIID,tail-independent,24.25800691,-1.470063283,-2.499210549,0.067245629
YPL094C,SEC62,TATA-less,TFIID,tail-independent,24.24938111,-1.349785891,-2.568992379,0.007371624
YGL014W,PUF4,TATA-less,TFIID,tail-independent,24.24814341,-1.219565526,-2.143439783,0.01426771
YHR111W,UBA4,TATA-less,TFIID,tail-independent,24.24348381,-1.068851599,-2.748901188,0.224112957
YIL115C,NUP159,TATA-less,TFIID,tail-independent,24.1851063,-1.071623886,-1.902735686,0.050572828
YPL013C,MRPS16,TATA-less,TFIID,tail-independent,24.16893838,-1.367266439,-2.402470947,0.263034406
YJL050W,MTR4,TATA-containing,TFIID,tail-independent,24.15448664,-1.524247446,-2.647387276,0.361126843
YLR395C,COX8,TATA-less,TFIID,tail-independent,24.13424127,-1.430572497,-2.328778839,0.179480329
YJL145W,SFH5,TATA-less,TFIID,tail-independent,24.12931101,-1.463865528,-3.250216471,0.392121012
YNL149C,PGA2,TATA-less,TFIID,tail-independent,24.09060827,-1.538254674,-2.506724079,0.276409777
YGR198W,YPP1,TATA-less,TFIID,tail-independent,24.08192645,-1.213577339,-2.29432266,-0.062474968
YLR295C,ATP14,TATA-less,TFIID,tail-independent,24.0775285,-1.305450762,-2.06780504,-0.09365554
YOR207C,RET1,TATA-less,TFIID,tail-independent,24.07696005,-1.211017103,-2.183413402,0.299956863
YPL259C,APM1,TATA-less,TFIID,tail-independent,24.07319843,-1.247557871,-1.774895984,0.002328597
YDR083W,RRP8,TATA-less,TFIID,tail-independent,24.07301478,-0.979828526,-2.770825958,0.463143174
YLR058C,SHM2,TATA-containing,TFIID,tail-dependent,24.0613895,-1.230651154,-1.410495419,-1.514128742
YKL205W,LOS1,TATA-less,TFIID,tail-independent,24.03379037,-1.213436009,-1.677639887,0.421926849
YLR398C,SKI2,TATA-less,TFIID,tail-independent,24.02334224,-0.794163757,-1.848317922,0.030521344
YPR159W,KRE6,TATA-less,TFIID,tail-independent,24.00815247,-1.824760829,-2.374269691,-0.064549045
YLR359W,ADE13,TATA-containing,TFIID,tail-independent,24.00688509,-1.21651305,-2.395817434,-0.194932748
YLR344W,RPL26A,TATA-less,TFIID,tail-independent,24.00433669,-1.507876995,-2.706430966,0.270341009
YJR046W,TAH11,TATA-less,TFIID,tail-independent,24.00051543,-1.483841441,-3.468050942,0.476487867
YCR057C,PWP2,TATA-less,TFIID,tail-independent,23.99830306,-1.596646714,-2.486752118,0.375730605
YGL150C,INO80,TATA-less,TFIID,tail-independent,23.97105884,-1.21895105,-2.983640513,0.182690488
YBL036C,YBL036C,TATA-less,TFIID,tail-independent,23.95630512,-0.888674588,-2.49540014,0.144101226
YMR243C,ZRC1,TATA-less,TFIID,tail-independent,23.95167532,-1.488168372,-2.646293882,0.172486032
YHR103W,SBE22,TATA-less,TFIID,tail-independent,23.93610084,-1.518407613,-2.328388622,-0.028709226
YIL070C,MAM33,TATA-less,TFIID,tail-independent,23.91447597,-1.262250838,-1.855722398,0.023757617
YDR452W,PPN1,TATA-less,TFIID,tail-independent,23.8655894,-0.943123401,-2.727593953,-0.036480518
YDL047W,SIT4,TATA-less,TFIID,tail-independent,23.8652052,-1.662451645,-2.592611119,-0.045452914
YDL040C,NAT1,TATA-less,TFIID,tail-independent,23.83236283,-0.9276822,-2.553480437,0.071402812
YMR089C,YTA12,TATA-less,TFIID,tail-independent,23.81250093,-1.007271757,-2.355758796,0.026034835
YOL006C,TOP1,TATA-less,TFIID,tail-independent,23.79537804,-1.639896361,-2.780424009,0.051167872
YGR193C,PDX1,TATA-less,TFIID,tail-independent,23.79262354,-1.243414043,-2.277499065,0.047488705
YBR059C,AKL1,TATA-less,TFIID,tail-independent,23.78335889,-0.873016517,-2.213025583,-0.146425241
YNR043W,MVD1,TATA-containing,TFIID,tail-independent,23.75328163,-0.563584038,-1.641540253,-0.193470322
YJR010W,MET3,TATA-less,TFIID,tail-independent,23.74665912,-0.366216748,0.0133858,-0.164109696
YPL028W,ERG10,TATA-containing,TFIID,tail-independent,23.73538869,-0.420248102,-2.136073691,-0.226585554
YJR041C,URB2,TATA-less,TFIID,tail-independent,23.72675711,-1.091218878,-2.028842781,0.494709594
YDR385W,EFT2,TATA-less,TFIID,tail-independent,23.71063641,-1.831073707,-2.25289245,0.060448663
YOR304W,ISW2,,TFIID,tail-independent,23.69099124,-0.877026736,-3.227904675,0.181678233
YDR045C,RPC11,TATA-less,TFIID,tail-independent,23.66940224,-1.060969384,-2.786075956,0.459256969
YOR216C,RUD3,,TFIID,tail-independent,23.66710217,-0.988868608,-2.248929576,0.047130747
YDR472W,TRS31,TATA-less,TFIID,tail-independent,23.6470364,-1.671595733,-2.276994866,0.146312651
YJL004C,SYS1,TATA-less,TFIID,tail-independent,23.64043896,-0.703754347,-2.176592177,0.304575602
YDR463W,STP1,TATA-less,TFIID,tail-independent,23.60665992,-0.651326868,-1.732540353,0.173853247
YDL111C,RRP42,TATA-less,TFIID,tail-independent,23.60507548,-1.158516814,-2.473428423,0.117467547
YKL068W,NUP100,TATA-less,TFIID,tail-independent,23.60106941,-1.143721238,-2.199745238,0.052981747
YGR178C,PBP1,TATA-less,TFIID,tail-independent,23.59123576,-1.332760373,-2.43321944,-0.040700434
YPL137C,GIP3,TATA-less,TFIID,tail-independent,23.57282232,-1.941748694,-1.710664009,-0.206230968
YAR014C,BUD14,TATA-less,TFIID,tail-independent,23.53690738,-0.942888991,-2.351061482,0.084096391
YDR320C-A,DAD4,,TFIID,tail-independent,23.52988559,-1.16878184,-2.924506626,0.146327374
YFR037C,RSC8,TATA-less,TFIID,tail-independent,23.48229732,-1.352624863,-2.487120223,-0.067712558
YHR206W,SKN7,TATA-less,TFIID,tail-independent,23.40659718,-1.172411673,-2.274729555,0.319801718
YDR068W,DOS2,TATA-less,TFIID,tail-independent,23.39662043,-0.658962055,-2.467889776,0.183514646
YCL059C,KRR1,TATA-less,TFIID,tail-independent,23.34166265,-1.407306816,-2.96420779,0.44382171
YOR305W,RRG7,,TFIID,tail-independent,23.33529128,-1.03788463,-1.983121997,0.091743625
YJL128C,PBS2,TATA-less,TFIID,tail-independent,23.31859771,-1.201098249,-2.362679741,0.086658619
YHR148W,IMP3,TATA-less,TFIID,tail-independent,23.31150387,-0.814261209,-2.149392791,0.490030544
YAL007C,ERP2,TATA-less,TFIID,tail-independent,23.30640594,-1.004965583,-2.251107728,0.005948323
YLR418C,CDC73,TATA-less,TFIID,tail-independent,23.26684042,-1.15132701,-2.296652004,0.209916458
YNL258C,DSL1,TATA-less,TFIID,tail-independent,23.25477989,-0.906404553,-2.291466066,0.16354671
YPR089W,YPR089W,,TFIID,tail-independent,23.25004868,-0.9217629,-2.094782424,0.114024299
YLL013C,PUF3,TATA-less,TFIID,tail-independent,23.24819091,-1.257106397,-2.103519961,-0.075188735
YOL051W,GAL11,TATA-less,TFIID,tail-independent,23.22348186,-1.11741035,-2.181219307,0.074979478
YMR047C,NUP116,TATA-less,TFIID,tail-independent,23.21498462,-1.182226445,-1.879312247,-0.100325008
YDR298C,ATP5,TATA-less,TFIID,tail-independent,23.21144121,-0.835600381,-2.008775916,0.025539357
YOL098C,YOL098C,TATA-less,TFIID,tail-independent,23.1978686,-1.140400702,-2.436234636,0.004634703
YAL041W,CDC24,TATA-less,TFIID,tail-independent,23.17712437,-1.068057204,-2.044350496,-0.03913604
YOR243C,PUS7,TATA-less,TFIID,tail-independent,23.16819613,-1.06002014,-2.56775145,0.465343651
YGR195W,SKI6,TATA-less,TFIID,tail-independent,23.16030981,-1.081340617,-2.701902507,0.268240817
YHL007C,STE20,,TFIID,tail-independent,23.1491039,-1.767050726,-2.333665082,0.027537887
YLR248W,RCK2,TATA-less,TFIID,tail-independent,23.14239895,-1.271922439,-2.598325957,0.054727552
YGR280C,PXR1,TATA-less,TFIID,tail-independent,23.08460044,-1.600040758,-2.902665294,0.313743959
YFL008W,SMC1,TATA-less,TFIID,tail-independent,23.06859008,-1.356627895,-2.205900855,0.002515367
YBL026W,LSM2,TATA-less,TFIID,tail-independent,23.04822155,-1.19896823,-2.539673787,0.19593954
YPL271W,ATP15,TATA-less,TFIID,tail-independent,23.0469449,-0.372267116,-2.68471486,0.206657168
YLR314C,CDC3,TATA-less,TFIID,tail-independent,23.03479735,-1.266666647,-2.217141566,-0.024151631
YLR224W,YLR224W,TATA-less,TFIID,tail-independent,23.02927938,-0.854134231,-2.389394977,0.017542681
YNL138W,SRV2,TATA-less,TFIID,tail-independent,23.02732592,-1.201163122,-2.022660667,-0.183396043
YLR410W,VIP1,TATA-less,TFIID,tail-independent,23.02348523,-1.338787552,-1.750141218,0.012084296
YDR227W,SIR4,TATA-less,TFIID,tail-independent,23.0229365,-1.032956628,-2.39097403,0.007582556
YGL101W,YGL101W,TATA-containing,TFIID,tail-independent,23.02065453,-1.138990008,-1.903556816,0.093193358
YNL001W,DOM34,TATA-less,TFIID,tail-independent,22.96414391,-1.442411848,-2.506693199,0.314720247
YDR006C,SOK1,TATA-less,TFIID,tail-independent,22.94187651,-1.332607235,-2.058900136,0.102479395
YBR287W,YBR287W,TATA-containing,TFIID,tail-independent,22.93515628,-1.693749478,-1.640728088,-0.028862725
YNL004W,HRB1,,TFIID,tail-independent,22.93509828,-0.993424984,-2.303023474,0.306922395
YKL190W,CNB1,TATA-less,TFIID,tail-independent,22.92451088,-1.117536272,-2.337698845,0.035351424
YOR162C,YRR1,TATA-less,TFIID,tail-independent,22.92335808,-1.230629325,-2.035460822,0.015155526
YOR212W,STE4,TATA-less,TFIID,tail-independent,22.92059376,-1.994977691,-2.657769352,0.056052148
YGR191W,HIP1,TATA-less,TFIID,tail-independent,22.90376301,-1.401735306,-2.752122738,0.13702681
YER008C,SEC3,TATA-less,TFIID,tail-independent,22.90171859,-0.972111332,-2.463645588,-0.080577349
YKL058W,TOA2,TATA-less,TFIID,tail-independent,22.89468236,-0.655928849,-2.52452513,0.09880241
YGL246C,RAI1,TATA-less,TFIID,tail-independent,22.87650303,-1.325515879,-2.519249317,0.160004471
YNL132W,KRE33,TATA-containing,TFIID,tail-independent,22.87355725,-1.408227906,-2.637611778,0.344915233
YOR244W,ESA1,TATA-less,TFIID,tail-independent,22.86808435,-0.782240776,-1.65783138,0.115037316
YDR507C,GIN4,TATA-less,TFIID,tail-independent,22.8584968,-1.199952761,-2.504422094,0.169552724
YKL061W,BLI1,TATA-less,TFIID,tail-independent,22.85034629,-0.523687365,-4.131554732,0.593658223
YNL263C,YIF1,TATA-less,TFIID,tail-independent,22.8477534,-1.297153921,-2.216066662,0.024293822
YJL036W,SNX4,TATA-less,TFIID,tail-independent,22.82579866,-0.906991607,-2.072983705,0.089702223
YOL012C,HTZ1,TATA-less,TFIID,tail-independent,22.77903898,-1.895439931,-2.5927092,-0.250690871
YNL297C,MON2,TATA-less,TFIID,tail-independent,22.76853024,-0.788967159,-1.974485792,-0.062533631
YDL063C,SYO1,TATA-less,TFIID,tail-independent,22.76774186,-1.142019068,-2.019721566,0.505537455
YBR036C,CSG2,TATA-less,TFIID,tail-independent,22.75773992,-1.078794262,-2.31184338,0.016796843
YMR044W,IOC4,TATA-less,TFIID,tail-independent,22.74193897,-1.155627168,-2.805433456,0.079033115
YDR500C,RPL37B,TATA-less,TFIID,tail-independent,22.73928425,-1.308911259,-2.168021078,0.124081148
YOR354C,MSC6,TATA-less,TFIID,tail-independent,22.73636797,-0.900829809,-1.706386026,0.032529784
YKL004W,AUR1,TATA-less,TFIID,tail-independent,22.72479487,-1.318237081,-2.183630921,0.040435919
YPL011C,TAF3,TATA-less,TFIID,tail-independent,22.72400833,-0.752822524,-1.856994038,0.163491174
YJL010C,NOP9,TATA-less,TFIID,tail-independent,22.71320442,-1.180675065,-3.052117995,0.328511181
YDL212W,SHR3,TATA-containing,TFIID,tail-independent,22.71156084,-1.218548983,-2.333272064,0.10751743
YOL021C,DIS3,TATA-less,TFIID,tail-independent,22.64070329,-1.435419376,-2.298447405,0.067876322
YGL108C,YGL108C,TATA-containing,TFIID,tail-independent,22.63567569,-1.087413852,-2.344825441,0.124328135
YDR169C,STB3,TATA-less,TFIID,tail-independent,22.61647079,-1.059428615,-2.219024345,0.002916576
YNL313C,EMW1,TATA-less,TFIID,tail-independent,22.59270015,-1.198133941,-2.44560901,0.331661961
YCR034W,ELO2,TATA-less,TFIID,tail-independent,22.57638941,-1.779713438,-2.363410236,-0.008709562
YML001W,YPT7,TATA-less,TFIID,tail-independent,22.57399173,-0.687532575,-2.228842532,0.14726206
YDL171C,GLT1,TATA-less,TFIID,tail-independent,22.5737908,-0.771319499,-1.235728443,0.467496952
YLR003C,CMS1,TATA-less,TFIID,tail-independent,22.57333173,-1.361052563,-2.352046978,0.50645688
YER063W,THO1,TATA-less,TFIID,tail-independent,22.56970469,-1.137013858,-3.780945475,0.054979233
YKR063C,LAS1,TATA-less,TFIID,tail-independent,22.55259935,-1.147808142,-2.270773051,0.419668383
YDL072C,YET3,TATA-containing,TFIID,tail-independent,22.55101944,-1.455390917,-2.129822598,0.112364483
YKL176C,LST4,TATA-less,TFIID,tail-independent,22.54637814,-1.000922276,-1.876733122,0.051449649
YIR033W,MGA2,TATA-less,TFIID,tail-independent,22.53115736,-0.697297858,-2.51450222,-0.219775939
YDR005C,MAF1,TATA-less,TFIID,tail-independent,22.50162059,-0.971184709,-1.616805983,-0.027114092
YNL191W,DUG3,TATA-containing,TFIID,tail-independent,22.46071919,-1.712831496,-1.603102496,0.210517018
YNL041C,COG6,TATA-less,TFIID,tail-independent,22.44080275,-0.638961573,-1.918814558,0.110304756
YKL143W,LTV1,TATA-less,TFIID,tail-independent,22.43375888,-1.402964774,-2.649986396,0.522225445
YLR071C,RGR1,TATA-less,TFIID,tail-independent,22.42923007,-0.989801379,-1.831528285,-0.030389408
YLR026C,SED5,,TFIID,tail-independent,22.41676632,-1.231021507,-1.952822399,0.130234798
YNL272C,SEC2,TATA-less,TFIID,tail-independent,22.40850368,-0.910640874,-1.800140837,0.128979319
YOR285W,RDL1,TATA-containing,TFIID,tail-independent,22.39795608,0.098423239,-1.593924423,0.251087469
YKL087C,CYT2,TATA-containing,TFIID,tail-independent,22.39116395,-1.208501018,-1.412290575,0.823790502
YBR122C,MRPL36,TATA-less,TFIID,tail-independent,22.38180268,-1.368720166,-2.277881178,0.188143188
YJR042W,NUP85,TATA-less,TFIID,tail-independent,22.37799683,-1.092564463,-1.617410739,0.200825255
YCR003W,MRPL32,TATA-less,TFIID,tail-independent,22.35543303,-0.957438383,-2.37445836,0.318084467
YLR028C,ADE16,TATA-less,TFIID,tail-independent,22.3549959,-1.565165478,-2.528046089,-0.033901437
YJL104W,PAM16,TATA-containing,TFIID,tail-independent,22.3535128,-1.643500441,-2.646932735,-0.046021135
YDL226C,GCS1,TATA-less,TFIID,tail-independent,22.34820152,-1.286345406,-2.269941755,0.050460304
YOR372C,NDD1,TATA-less,TFIID,tail-independent,22.34177878,-1.001211878,-1.59968554,-0.194651362
YOL020W,TAT2,TATA-less,TFIID,tail-independent,22.31740597,-1.459195822,-2.909466806,-0.065769356
YGR183C,QCR9,TATA-less,TFIID,tail-independent,22.31170198,-0.042108249,-2.040529248,0.349700178
YDR262W,YDR262W,TATA-containing,TFIID,tail-independent,22.30753819,-0.842057606,-1.742750508,0.033686645
YML086C,ALO1,TATA-less,TFIID,tail-independent,22.30579426,-1.717397711,-2.587452475,0.194315616
YIL041W,GVP36,TATA-less,TFIID,tail-independent,22.29191413,-1.159784111,-1.979359629,-0.082364922
YGR245C,SDA1,TATA-less,TFIID,tail-independent,22.28785659,-1.384639215,-2.665132345,0.462384019
YNR038W,DBP6,TATA-less,TFIID,tail-independent,22.28130032,-1.004847998,-2.260483377,0.211340875
YER022W,SRB4,TATA-less,TFIID,tail-independent,22.27601257,-0.808612684,-2.174219729,0.105016379
YDL035C,GPR1,TATA-containing,TFIID,tail-independent,22.27529364,-0.822792934,-2.417408449,0.046606222
YJR125C,ENT3,TATA-less,TFIID,tail-independent,22.24070014,-1.072166886,-1.895707396,-0.029784245
YLL021W,SPA2,TATA-less,TFIID,tail-independent,22.21419566,-1.11544972,-2.316840909,-0.051183713
YOR159C,SME1,TATA-less,TFIID,tail-independent,22.21245777,-1.209527802,-2.469234127,0.300734947
YPL059W,GRX5,TATA-less,TFIID,tail-independent,22.1977363,-0.908203524,-2.400494479,0.264384251
YLR052W,IES3,TATA-less,TFIID,tail-independent,22.19222588,-1.257662945,-1.788213708,0.233170195
YGL106W,MLC1,TATA-less,TFIID,tail-independent,22.15098861,-1.604328142,-2.593473245,0.185874359
YDR527W,RBA50,,TFIID,tail-independent,22.14049528,-1.438916664,-3.070679511,0.190003843
YIL112W,HOS4,TATA-less,TFIID,tail-independent,22.1382847,-0.966630955,-2.159242803,-0.067966867
YOR165W,SEY1,TATA-less,TFIID,tail-independent,22.12262927,-0.990691504,-2.535867181,0.045103212
YFL013C,IES1,TATA-less,TFIID,tail-independent,22.12055019,-0.739131051,-1.98220939,-0.028324
